Brand,Model,Car_Type,Year,Age_Years,Transmission,Fuel_Type,No_of_Owners,KM_Driven,Price_USD
Mazda,MX-5 Miata,Convertible,2018,8,CVT,Petrol,1,64754,11020
Jeep,Wrangler,SUV,2023,3,CVT,Petrol,1,65343,20970
Ford,Mustang Convertible,Convertible,2024,2,Automatic,Petrol,1,39990,27550
Toyota,Camry,Sedan,2018,8,Automatic,Petrol,1,80423,10680
Nissan,Rogue,SUV,2018,8,Automatic,Diesel,3,83319,10370
Toyota,Corolla,Sedan,2019,7,Automatic,Hybrid,3,61044,9950
Peugeot,208,Hatchback,2016,10,Automatic,Petrol,2,149598,5180
Ford,Mustang Mach-E,SUV,2019,7,Automatic,Electric,2,165699,16120
Ford,Explorer,SUV,2021,5,Manual,Diesel,2,63017,19390
Ford,Escape,SUV,2020,6,Automatic,Diesel,1,120326,12310
Peugeot,208,Hatchback,2016,10,Automatic,Petrol,4,87868,5360
Mini,Cooper,Hatchback,2017,9,Automatic,Diesel,3,108329,7880
Volkswagen,Jetta,Sedan,2012,14,Automatic,Diesel,3,206945,3180
Toyota,Tundra,Truck,2021,5,Automatic,Diesel,1,79742,20350
Tesla,Model Y,SUV,2023,3,Automatic,Electric,1,57342,29880
Subaru,Outback,SUV,2011,15,Automatic,Petrol,5,120678,4460
Mercedes-Benz,GLC,SUV,2016,10,Automatic,Petrol,3,109863,15000
BMW,X3,SUV,2025,1,Manual,Diesel,1,19562,35640
BMW,X3,SUV,2012,14,Manual,Petrol,1,161353,8900
Toyota,Prius,Hatchback,2020,6,Automatic,Diesel,2,45913,11880
Hyundai,Tucson,SUV,2025,1,CVT,Hybrid,1,13391,25530
BMW,X3,SUV,2020,6,CVT,Petrol,1,82053,21850
Lexus,RX,SUV,2018,8,Automatic,Petrol,1,61191,19740
Lexus,ES,Sedan,2020,6,Automatic,Petrol,1,70968,20770
Mercedes-Benz,E-Class,Sedan,2016,10,Automatic,Petrol,4,266682,12660
Hyundai,Tucson,SUV,2020,6,Manual,Hybrid,3,50316,13650
Chevrolet,Camaro Convertible,Convertible,2020,6,Manual,Diesel,2,100407,16530
Nissan,Murano,SUV,2011,15,Automatic,Petrol,1,320371,3730
Volkswagen,Tiguan,SUV,2018,8,Semi-Automatic,Petrol,3,92530,10270
Jeep,Compass,SUV,2019,7,CVT,Diesel,3,122755,9460
Hyundai,Ioniq 5,SUV,2013,13,Automatic,Electric,4,98101,9000
BMW,X3,SUV,2023,3,CVT,Diesel,1,53133,27870
Toyota,Tundra,Truck,2019,7,Manual,Hybrid,2,134900,14500
BMW,Z4,Convertible,2022,4,Automatic,Diesel,1,67812,30180
Hyundai,Tucson,SUV,2014,12,Automatic,Petrol,5,134736,5740
Toyota,Sienna,Minivan,2022,4,Automatic,Diesel,2,81855,20150
Kia,Forte,Sedan,2018,8,Automatic,Petrol,3,133272,7000
Honda,Ridgeline,Truck,2019,7,CVT,Petrol,1,139084,14420
Honda,Ridgeline,Truck,2024,2,Automatic,Petrol,1,43001,26540
Mazda,MX-5 Miata,Convertible,2023,3,Automatic,Petrol,1,48620,20140
Mazda,MX-5 Miata,Convertible,2016,10,Automatic,Petrol,3,85095,8040
BMW,3 Series,Sedan,2022,4,CVT,Petrol,2,95867,23350
Chevrolet,Malibu,Sedan,2016,10,Automatic,Petrol,3,118638,7350
Mazda,Mazda3,Sedan,2020,6,Automatic,Petrol,1,57733,10390
Toyota,Tacoma,Truck,2026,0,Manual,Petrol,1,500,27520
Toyota,Highlander,SUV,2017,9,Manual,Hybrid,1,115773,13610
Lexus,RX,SUV,2023,3,Manual,Petrol,1,64134,29790
Chevrolet,Bolt EV,Hatchback,2022,4,Automatic,Electric,1,80611,13070
GMC,Sierra 1500,Truck,2018,8,Automatic,Petrol,1,183658,13390
Volkswagen,Tiguan,SUV,2016,10,Automatic,Petrol,2,115315,8360
GMC,Terrain,SUV,2022,4,Automatic,Hybrid,1,88692,17350
Lexus,ES,Sedan,2023,3,CVT,Petrol,1,57532,28370
BMW,Z4,Convertible,2020,6,CVT,Diesel,1,61981,22930
Land Rover,Range Rover Evoque,SUV,2025,1,Automatic,Petrol,1,14613,42970
Kia,Rio,Hatchback,2022,4,Automatic,Petrol,2,38005,10820
GMC,Acadia,SUV,2021,5,Automatic,Petrol,2,41139,18970
BMW,X5,SUV,2021,5,Automatic,Petrol,1,84962,32200
Ford,Fusion,Sedan,2019,7,Automatic,CNG,3,135740,6720
Honda,CR-V,SUV,2022,4,Automatic,Petrol,1,47784,16960
BMW,4 Series,Coupe,2017,9,Automatic,Petrol,4,210090,13560
Honda,Odyssey,Minivan,2022,4,Automatic,Diesel,1,47715,21070
Nissan,Sentra,Sedan,2019,7,Automatic,Petrol,3,86839,8740
Jeep,Wrangler,SUV,2026,0,Manual,Petrol,1,500,30470
Honda,Fit,Hatchback,2026,0,Automatic,Petrol,1,500,18160
Skoda,Octavia,Sedan,2014,12,Automatic,Petrol,5,150230,5400
Chevrolet,Silverado 1500,Truck,2021,5,Automatic,Petrol,1,80528,17840
Kia,Sportage,SUV,2025,1,Automatic,Petrol,1,12230,22330
Toyota,Yaris Hatchback,Hatchback,2019,7,Automatic,Petrol,3,131768,5410
Jeep,Grand Cherokee,SUV,2018,8,Automatic,Petrol,2,90164,15770
Toyota,Yaris,Sedan,2025,1,Automatic,Petrol,1,12699,14300
Toyota,RAV4,SUV,2012,14,Automatic,Hybrid,4,163275,6090
Chevrolet,Silverado 1500,Truck,2025,1,Automatic,Hybrid,1,11235,29850
Volkswagen,Jetta,Sedan,2019,7,Manual,Petrol,3,75275,8590
Toyota,Yaris Hatchback,Hatchback,2017,9,Automatic,Petrol,2,86154,5920
Volkswagen,Jetta,Sedan,2024,2,Automatic,Petrol,1,47402,14990
Toyota,Prius,Hatchback,2016,10,Automatic,Diesel,3,125822,8000
Volkswagen,Atlas,SUV,2022,4,Automatic,Petrol,1,40887,23620
Toyota,Camry,Sedan,2022,4,Automatic,Diesel,1,50068,16020
Mazda,Mazda6,Sedan,2022,4,Semi-Automatic,Diesel,1,43409,15840
Hyundai,Ioniq 5,SUV,2018,8,Automatic,Electric,1,92758,16770
Hyundai,Elantra,Sedan,2019,7,Automatic,Petrol,1,114322,8780
Tesla,Model Y,SUV,2021,5,Automatic,Electric,1,74873,24090
Audi,A6,Sedan,2025,1,Automatic,CNG,1,13312,44200
Kia,Carnival,Minivan,2025,1,CVT,Petrol,1,9726,27210
Kia,EV6,SUV,2025,1,Automatic,Electric,1,14063,36700
Honda,Odyssey,Minivan,2018,8,Manual,Petrol,1,147561,11600
Volkswagen,ID.4,SUV,2023,3,Automatic,Electric,2,46041,26130
Lexus,RX,SUV,2015,11,Automatic,Petrol,4,193605,11100
Kia,Carnival,Minivan,2025,1,Automatic,Diesel,1,10023,28180
Jeep,Grand Cherokee,SUV,2021,5,Automatic,Diesel,1,46282,21770
Volkswagen,Tiguan,SUV,2019,7,Automatic,Diesel,1,97076,11190
Hyundai,Sonata,Sedan,2018,8,CVT,Hybrid,2,104834,10220
Nissan,Titan,Truck,2017,9,CVT,Petrol,3,83255,10990
Kia,Carnival,Minivan,2017,9,Automatic,Petrol,2,73880,10930
Renault,Clio,Hatchback,2020,6,CVT,Petrol,1,108780,8150
Kia,Sorento,SUV,2023,3,Manual,Hybrid,1,47753,21270
Hyundai,Santa Fe,SUV,2022,4,Automatic,Petrol,2,41537,19250
GMC,Sierra 1500,Truck,2015,11,Automatic,Petrol,4,250892,6460
BMW,3 Series,Sedan,2026,0,Automatic,Hybrid,1,500,42940
Fiat,500,Hatchback,2017,9,CVT,Petrol,1,103418,6070
BMW,3 Series,Sedan,2020,6,Automatic,Petrol,3,67982,19910
Skoda,Octavia,Sedan,2021,5,Automatic,CNG,2,109263,9350
Ford,Mustang Mach-E,SUV,2020,6,Automatic,Electric,2,88716,20840
Jeep,Compass,SUV,2023,3,Automatic,Petrol,2,40232,18440
BMW,Z4,Convertible,2019,7,Automatic,Petrol,3,63913,19920
Nissan,Murano,SUV,2023,3,CVT,Petrol,2,64750,22080
Land Rover,Range Rover Sport,SUV,2026,0,Automatic,Petrol,1,500,81290
Ford,Focus,Hatchback,2024,2,Automatic,Petrol,1,12297,15580
Chevrolet,Bolt EV,Hatchback,2020,6,Automatic,Electric,3,108917,9530
BMW,X3,SUV,2013,13,CVT,Petrol,1,122143,11340
Nissan,Rogue,SUV,2019,7,Automatic,Hybrid,3,174532,10580
Honda,Civic,Sedan,2023,3,Automatic,Diesel,1,69059,13890
BMW,X3,SUV,2018,8,Manual,Hybrid,2,151704,16550
Ford,Focus,Hatchback,2016,10,CVT,Hybrid,2,174875,4450
Toyota,Yaris,Sedan,2017,9,Manual,Diesel,1,137686,4430
Subaru,Outback,SUV,2023,3,Automatic,Petrol,1,35627,20150
Tesla,Model S,Sedan,2018,8,Automatic,Electric,2,126771,25890
Chevrolet,Traverse,SUV,2012,14,Automatic,Hybrid,2,180004,8230
Mazda,CX-5,SUV,2024,2,Semi-Automatic,Petrol,1,43870,19750
Honda,Odyssey,Minivan,2020,6,Automatic,Petrol,1,91480,15950
BMW,X3,SUV,2024,2,Automatic,CNG,1,24501,33460
Toyota,Camry,Sedan,2015,11,Manual,Petrol,1,196340,5630
Volkswagen,Passat,Sedan,2026,0,Automatic,Hybrid,1,500,26350
Chevrolet,Silverado 1500,Truck,2018,8,CVT,Petrol,3,148535,11530
Toyota,Corolla,Sedan,2024,2,Automatic,Petrol,1,36940,16520
Hyundai,Ioniq 5,SUV,2022,4,Automatic,Electric,1,51321,23540
Honda,Fit,Hatchback,2025,1,Automatic,Petrol,1,8673,13550
Audi,Q5,SUV,2019,7,CVT,Petrol,3,115497,18640
Ford,Explorer,SUV,2020,6,CVT,Petrol,1,71117,17310
Tesla,Model Y,SUV,2024,2,Automatic,Electric,1,26382,31140
Skoda,Octavia,Sedan,2015,11,Automatic,Diesel,4,115261,6070
Honda,Insight,Sedan,2017,9,Semi-Automatic,Diesel,4,93159,7350
Lexus,RX,SUV,2022,4,Manual,Petrol,2,63482,25870
Chevrolet,Spark,Hatchback,2017,9,Automatic,Diesel,2,92176,5300
Tesla,Model X,SUV,2021,5,Automatic,Electric,1,59063,45710
Toyota,Tacoma,Truck,2013,13,Automatic,Petrol,2,337813,3360
Ram,1500,Truck,2018,8,Manual,Petrol,3,75405,13920
Ford,Focus,Hatchback,2019,7,Automatic,Petrol,2,99113,8510
Nissan,370Z,Coupe,2017,9,Automatic,Petrol,3,101165,12270
Audi,A4,Sedan,2024,2,Manual,Petrol,1,22911,31570
Chevrolet,Equinox,SUV,2012,14,Automatic,Diesel,3,149939,5440
Chevrolet,Camaro,Coupe,2017,9,Manual,Petrol,3,90229,9930
Tesla,Model S,Sedan,2015,11,Automatic,Electric,1,202055,17690
Toyota,Camry,Sedan,2022,4,Automatic,Hybrid,1,61688,18160
Ram,1500,Truck,2022,4,CVT,Petrol,1,109678,19690
Kia,Forte,Sedan,2022,4,Automatic,Petrol,1,39458,12930
Volvo,XC90,SUV,2021,5,Automatic,Petrol,1,105288,30700
Peugeot,208,Hatchback,2023,3,Automatic,Petrol,1,22420,12620
Chevrolet,Traverse,SUV,2023,3,Automatic,Hybrid,1,48694,24420
Nissan,Sentra,Sedan,2023,3,Automatic,Hybrid,1,28452,13970
Nissan,Sentra,Sedan,2019,7,Automatic,Petrol,2,64737,8870
Kia,Forte,Sedan,2023,3,Automatic,Petrol,2,62655,12460
Volkswagen,Jetta,Sedan,2013,13,Automatic,Petrol,2,230140,3600
Audi,Q5,SUV,2023,3,CVT,Diesel,1,35909,30680
Chevrolet,Camaro Convertible,Convertible,2022,4,Automatic,Petrol,1,48030,23360
Hyundai,Santa Fe,SUV,2014,12,Automatic,Petrol,1,140647,8870
Tesla,Model Y,SUV,2019,7,Automatic,Electric,2,82584,18450
Volkswagen,Golf,Hatchback,2020,6,Automatic,Diesel,3,65773,11230
Toyota,Tundra,Truck,2018,8,Automatic,Petrol,2,64723,14280
GMC,Acadia,SUV,2020,6,Automatic,Petrol,1,70128,19170
Toyota,Camry,Sedan,2023,3,Automatic,Diesel,2,35312,16390
Toyota,Corolla,Sedan,2023,3,Automatic,Petrol,1,22760,14650
Hyundai,Sonata,Sedan,2023,3,Automatic,Petrol,2,36615,17470
Renault,Clio,Hatchback,2020,6,Manual,Petrol,3,81372,8590
Chevrolet,Bolt EV,Hatchback,2024,2,Automatic,Electric,1,20526,19790
Toyota,Tundra,Truck,2020,6,Automatic,Diesel,3,46231,18540
Subaru,Forester,SUV,2023,3,Manual,Diesel,1,67408,17300
Peugeot,208,Hatchback,2016,10,Automatic,Hybrid,4,87252,6510
Toyota,Sienna,Minivan,2020,6,Manual,Petrol,3,118633,14530
Volkswagen,Tiguan,SUV,2026,0,Automatic,Petrol,1,500,28740
Mazda,Mazda3,Sedan,2019,7,Automatic,Petrol,2,132987,7890
Hyundai,Ioniq 5,SUV,2018,8,Automatic,Electric,2,155191,14700
Nissan,Rogue,SUV,2017,9,Manual,CNG,4,224264,5080
Fiat,500,Hatchback,2018,8,Automatic,CNG,1,115209,6250
Lexus,ES,Sedan,2024,2,Automatic,Petrol,1,25555,30370
Toyota,Yaris,Sedan,2017,9,Automatic,Petrol,2,162219,3970
BMW,X3,SUV,2024,2,Automatic,Petrol,1,21764,36980
Audi,Q5,SUV,2023,3,Automatic,Diesel,2,79436,26630
Ford,Mustang,Coupe,2017,9,Manual,Petrol,3,163280,8190
Ford,Escape,SUV,2018,8,Automatic,Petrol,3,166962,7760
Honda,Fit,Hatchback,2017,9,Automatic,Hybrid,4,84595,5750
Chevrolet,Traverse,SUV,2021,5,Manual,Petrol,2,106753,16850
Fiat,500,Hatchback,2022,4,CVT,Petrol,2,89926,8980
Honda,Civic,Sedan,2023,3,Manual,Petrol,2,39178,13690
BMW,Z4,Convertible,2023,3,Manual,Petrol,2,67456,31740
Kia,K5,Sedan,2023,3,Automatic,Diesel,2,30876,16550
Ford,Escape,SUV,2023,3,CVT,Petrol,2,30008,17770
Toyota,Corolla,Sedan,2020,6,Automatic,Petrol,1,122509,9190
Ford,Explorer,SUV,2019,7,Automatic,Petrol,2,83677,16540
Nissan,Leaf,Hatchback,2022,4,Automatic,Electric,1,69686,14570
Porsche,911,Coupe,2014,12,Semi-Automatic,Petrol,5,128705,26890
Porsche,911,Coupe,2020,6,Automatic,Petrol,3,130156,51670
Suzuki,Swift,Hatchback,2021,5,Automatic,Hybrid,2,45825,7930
Jeep,Grand Cherokee,SUV,2020,6,Manual,Petrol,1,73177,19190
Toyota,GR86,Coupe,2025,1,Manual,Diesel,1,8661,23850
Mazda,MX-5 Miata,Convertible,2020,6,Automatic,Hybrid,3,102001,11810
Ram,1500,Truck,2017,9,Automatic,Petrol,3,173035,11390
Toyota,RAV4,SUV,2021,5,CVT,Petrol,1,118484,12680
Mercedes-Benz,GLE,SUV,2019,7,CVT,Diesel,3,72255,23150
Nissan,Rogue,SUV,2017,9,Automatic,Petrol,2,74864,9900
Tesla,Model 3,Sedan,2019,7,Automatic,Electric,1,106201,17300
Mini,Cooper,Hatchback,2021,5,Automatic,Petrol,1,86501,13580
Toyota,Yaris Hatchback,Hatchback,2020,6,Manual,Diesel,3,66237,7980
Nissan,Versa,Hatchback,2023,3,Automatic,Petrol,2,42381,10200
Mercedes-Benz,C-Class Coupe,Coupe,2017,9,Semi-Automatic,Diesel,4,94514,15070
Mazda,Mazda6,Sedan,2024,2,Automatic,Hybrid,1,39254,18700
GMC,Sierra 1500,Truck,2024,2,Automatic,Petrol,1,43084,28110
Toyota,RAV4,SUV,2021,5,Automatic,Hybrid,1,50517,16520
Ford,Fusion,Sedan,2016,10,Automatic,Diesel,1,87744,7760
Mini,Cooper Convertible,Convertible,2025,1,Automatic,Petrol,1,25052,23580
Toyota,Corolla,Sedan,2019,7,Automatic,Diesel,1,144908,7860
Mini,Cooper,Hatchback,2014,12,Automatic,Diesel,3,174095,5530
Chevrolet,Equinox,SUV,2020,6,Manual,Diesel,1,66732,12830
Kia,Rio,Hatchback,2020,6,Automatic,Petrol,1,64419,8580
GMC,Terrain,SUV,2020,6,Automatic,CNG,2,91771,13040
BMW,X3,SUV,2022,4,Automatic,Diesel,1,72637,26250
BMW,X5,SUV,2023,3,Automatic,Diesel,2,73202,40330
Chevrolet,Malibu,Sedan,2019,7,Automatic,Hybrid,2,111354,9720
Kia,Sorento,SUV,2023,3,Automatic,Hybrid,1,44186,24040
Audi,A6,Sedan,2026,0,Automatic,Petrol,1,500,55830
Toyota,Corolla,Sedan,2022,4,Manual,Petrol,2,47999,13380
Renault,Clio,Hatchback,2024,2,Automatic,Petrol,1,23699,13530
Nissan,370Z,Coupe,2026,0,CVT,Diesel,1,500,32360
Ford,Escape,SUV,2023,3,CVT,Diesel,1,19804,18460
Honda,Accord,Sedan,2016,10,Automatic,Petrol,3,270172,5110
Ford,Explorer,SUV,2022,4,Manual,Petrol,1,28815,22170
Chevrolet,Silverado 1500,Truck,2016,10,Automatic,Petrol,3,55488,11240
Ford,Fusion,Sedan,2021,5,Automatic,Petrol,2,49748,12590
Skoda,Octavia,Sedan,2020,6,Automatic,Petrol,1,59245,12860
Volkswagen,Passat,Sedan,2021,5,CVT,Diesel,2,43196,12270
Volkswagen,Jetta,Sedan,2025,1,Automatic,Petrol,1,25467,17260
GMC,Acadia,SUV,2015,11,Manual,Diesel,1,181623,8790
Honda,CR-V,SUV,2019,7,Automatic,Petrol,1,63195,12500
Honda,City,Sedan,2013,13,Automatic,Petrol,1,196701,2920
Mazda,Mazda3,Sedan,2017,9,Manual,Petrol,4,93724,6920
Honda,Civic,Sedan,2023,3,Automatic,Diesel,1,57035,14910
Volkswagen,Tiguan,SUV,2017,9,Automatic,CNG,4,154360,6620
Mini,Cooper Convertible,Convertible,2018,8,Semi-Automatic,Petrol,2,93681,12510
Ford,Escape,SUV,2018,8,Automatic,Hybrid,1,79976,11200
Honda,City,Sedan,2020,6,Manual,CNG,1,35686,7180
Volkswagen,ID.4,SUV,2020,6,Automatic,Electric,3,147883,15400
Volkswagen,Jetta,Sedan,2025,1,Automatic,CNG,1,9341,15730
BMW,X5,SUV,2020,6,Automatic,Hybrid,1,91179,32360
Hyundai,Elantra,Sedan,2021,5,Automatic,Petrol,1,70462,11420
Lexus,RX,SUV,2021,5,Automatic,Petrol,2,128622,22930
Toyota,Sienna,Minivan,2021,5,Automatic,Diesel,1,105686,17390
Toyota,Camry,Sedan,2024,2,Automatic,Petrol,1,24349,21370
Ford,Mustang,Coupe,2023,3,CVT,Petrol,2,26935,21420
Hyundai,i20,Hatchback,2020,6,Automatic,Petrol,3,63242,7300
Hyundai,Elantra,Sedan,2020,6,CVT,Diesel,3,110909,7800
Volkswagen,ID.4,SUV,2026,0,Automatic,Electric,1,500,36080
Mazda,Mazda6,Sedan,2021,5,Automatic,Petrol,1,73508,13920
Audi,A4,Sedan,2019,7,Automatic,Diesel,2,92113,17620
Chevrolet,Equinox,SUV,2023,3,Automatic,Diesel,1,36335,18050
Chevrolet,Spark,Hatchback,2018,8,Automatic,Diesel,2,89862,5730
Lexus,RX,SUV,2013,13,Automatic,Petrol,1,348852,2530
Ford,Fusion,Sedan,2025,1,CVT,Hybrid,1,11195,20830
Honda,City,Sedan,2016,10,Manual,Petrol,1,89662,5670
Volkswagen,Passat,Sedan,2025,1,Manual,Hybrid,1,8765,21460
Honda,Accord,Sedan,2019,7,Automatic,Petrol,2,127645,10270
Chevrolet,Camaro Convertible,Convertible,2013,13,Automatic,Hybrid,2,171647,8370
Toyota,Highlander,SUV,2021,5,Automatic,Hybrid,2,72111,20280
Chevrolet,Spark,Hatchback,2023,3,Automatic,Petrol,1,44975,9550
Audi,A6,Sedan,2016,10,Automatic,Petrol,3,79230,17010
Mazda,MX-5 Miata,Convertible,2018,8,Automatic,Petrol,3,54556,10540
Hyundai,Ioniq 5,SUV,2017,9,Automatic,Electric,1,107229,14920
BMW,X3,SUV,2019,7,Automatic,Petrol,2,152487,17060
Suzuki,Swift,Hatchback,2022,4,Manual,Diesel,1,99577,6230
Ford,Mustang Convertible,Convertible,2024,2,Automatic,Petrol,1,40169,28520
Jeep,Wrangler,SUV,2018,8,Automatic,Petrol,1,85390,14500
Subaru,Forester,SUV,2021,5,Automatic,Petrol,1,79139,15240
Tesla,Model Y,SUV,2011,15,Automatic,Electric,4,245294,5840
Mazda,Mazda6,Sedan,2022,4,Manual,Petrol,1,57235,13880
Lexus,ES,Sedan,2021,5,Automatic,Petrol,1,80820,21270
Ford,Mustang,Coupe,2023,3,Automatic,Petrol,1,24860,21780
Audi,Q5,SUV,2015,11,Automatic,Petrol,2,125324,12630
Ford,F-150,Truck,2023,3,Manual,Petrol,2,44931,21390
Kia,Rio,Hatchback,2025,1,Manual,Petrol,1,17722,13430
Volvo,XC90,SUV,2025,1,Automatic,Petrol,1,19226,44410
Toyota,Yaris Hatchback,Hatchback,2024,2,CVT,Diesel,1,16795,13000
Ford,Focus,Hatchback,2026,0,CVT,Petrol,1,500,20950
Toyota,Highlander,SUV,2020,6,Automatic,Hybrid,2,87185,18760
BMW,X5,SUV,2021,5,Automatic,Hybrid,1,43100,35440
Jeep,Compass,SUV,2015,11,CVT,Petrol,3,128247,7520
Honda,Odyssey,Minivan,2025,1,Automatic,Petrol,1,7618,29800
Lexus,RX,SUV,2025,1,Manual,CNG,1,22439,34100
BMW,X5,SUV,2026,0,Manual,Petrol,1,500,62010
Volkswagen,Passat,Sedan,2025,1,Manual,Petrol,1,19271,21140
Toyota,Camry,Sedan,2017,9,Automatic,Diesel,2,144204,8000
Jeep,Grand Cherokee,SUV,2023,3,CVT,Petrol,2,27157,25260
Mazda,CX-5,SUV,2022,4,Manual,Petrol,1,59492,16930
Volkswagen,Tiguan,SUV,2023,3,Automatic,Diesel,1,39039,19690
Jeep,Compass,SUV,2016,10,Manual,Petrol,3,204111,5030
Mini,Cooper Convertible,Convertible,2019,7,Automatic,Petrol,2,171121,11950
Nissan,Murano,SUV,2019,7,Manual,Diesel,3,91075,13420
Ford,Mustang Convertible,Convertible,2016,10,Automatic,Petrol,1,99131,12430
Ford,Explorer,SUV,2016,10,Automatic,Petrol,3,106030,11400
Toyota,GR86,Coupe,2022,4,Semi-Automatic,Petrol,1,49095,18350
Volkswagen,Atlas,SUV,2018,8,Manual,Diesel,1,152041,11330
Volkswagen,Atlas,SUV,2020,6,Automatic,Petrol,2,69252,17390
Hyundai,i20,Hatchback,2026,0,Automatic,Diesel,1,500,13600
Suzuki,Swift,Hatchback,2020,6,Automatic,Hybrid,2,89554,7340
Audi,A4,Sedan,2017,9,Automatic,Diesel,2,154389,12330
Ford,Mustang Convertible,Convertible,2022,4,Semi-Automatic,Petrol,2,45645,24210
Lexus,NX,SUV,2026,0,Automatic,Petrol,1,500,40780
Volkswagen,Atlas,SUV,2016,10,CVT,Petrol,2,152122,11330
Toyota,Sienna,Minivan,2022,4,Manual,Petrol,2,86020,20310
Honda,Pilot,SUV,2024,2,Manual,Petrol,1,22404,27350
Mini,Cooper Convertible,Convertible,2019,7,Automatic,Petrol,3,89862,11670
Nissan,370Z,Coupe,2022,4,Automatic,Petrol,2,86019,19090
Audi,A5,Coupe,2022,4,Automatic,Petrol,1,82131,29340
Mazda,CX-9,SUV,2024,2,Automatic,Petrol,1,25413,27880
Hyundai,Veloster,Coupe,2021,5,Automatic,Hybrid,2,70207,11220
Hyundai,Ioniq 5,SUV,2023,3,Automatic,Electric,2,41136,27480
Kia,EV6,SUV,2017,9,Automatic,Electric,1,110377,14240
Mazda,MX-5 Miata,Convertible,2019,7,CVT,Petrol,3,85488,11420
Honda,Civic,Sedan,2024,2,Automatic,Diesel,1,24943,16160
BMW,X5,SUV,2023,3,Automatic,Petrol,1,32699,45010
Toyota,Tundra,Truck,2017,9,Automatic,Diesel,1,58492,13110
Toyota,Camry,Sedan,2021,5,Manual,Petrol,2,35606,13930
Kia,Sorento,SUV,2025,1,Manual,Hybrid,1,7151,28020
Audi,A6,Sedan,2011,15,Manual,Diesel,3,229657,7370
BMW,X5,SUV,2021,5,Automatic,Petrol,2,54270,33830
Ram,1500,Truck,2013,13,Automatic,Hybrid,3,283969,5900
Chevrolet,Silverado 1500,Truck,2011,15,Automatic,Petrol,1,207171,6450
Land Rover,Range Rover Evoque,SUV,2015,11,Manual,Petrol,2,232723,9810
Nissan,Leaf,Hatchback,2020,6,Automatic,Electric,1,87991,13000
Nissan,Murano,SUV,2016,10,Manual,CNG,4,124737,8790
Chevrolet,Camaro Convertible,Convertible,2013,13,Manual,Petrol,1,158037,8300
BMW,3 Series,Sedan,2017,9,Automatic,Diesel,1,203513,11410
Nissan,Titan,Truck,2021,5,Automatic,Petrol,1,89522,18830
Honda,Fit,Hatchback,2024,2,CVT,Petrol,1,28211,13570
Mercedes-Benz,C-Class,Sedan,2021,5,Manual,Petrol,1,81605,24150
Mercedes-Benz,E-Class,Sedan,2022,4,Semi-Automatic,Petrol,1,37195,34830
Volkswagen,Atlas,SUV,2022,4,Automatic,Petrol,2,52504,21440
Nissan,Altima,Sedan,2017,9,Automatic,Diesel,3,141954,7540
Honda,Ridgeline,Truck,2019,7,Semi-Automatic,Petrol,1,83988,17600
Audi,A6,Sedan,2024,2,Manual,Petrol,1,37018,41280
Nissan,Sentra,Sedan,2018,8,Automatic,Petrol,2,103884,7950
Toyota,RAV4,SUV,2025,1,Automatic,Petrol,1,14211,26250
Nissan,Murano,SUV,2024,2,Automatic,Petrol,1,24238,25490
Volvo,XC90,SUV,2014,12,Automatic,Petrol,4,136010,13940
Audi,Q5,SUV,2017,9,Semi-Automatic,Petrol,2,103557,15900
Ford,Mustang Mach-E,SUV,2018,8,Automatic,Electric,3,62244,14940
Chevrolet,Traverse,SUV,2021,5,Automatic,Diesel,2,40160,19440
Chevrolet,Camaro,Coupe,2021,5,CVT,Petrol,2,84866,14620
Audi,A5,Coupe,2020,6,Automatic,Petrol,3,84094,20830
Ford,Mustang Convertible,Convertible,2022,4,Automatic,Petrol,1,58517,22190
Volkswagen,Passat,Sedan,2022,4,Semi-Automatic,Hybrid,2,58054,15340
Honda,City,Sedan,2022,4,Automatic,Diesel,1,63343,9350
Mercedes-Benz,C-Class Coupe,Coupe,2021,5,Automatic,Petrol,2,73435,23860
BMW,5 Series,Sedan,2015,11,Automatic,Petrol,2,99980,15320
Toyota,GR86,Coupe,2023,3,Semi-Automatic,Diesel,2,43450,18310
Kia,Rio,Hatchback,2018,8,CVT,Petrol,3,143822,5160
GMC,Terrain,SUV,2026,0,Automatic,Petrol,1,500,28910
Audi,A6,Sedan,2019,7,Manual,Petrol,2,42477,23070
Jeep,Compass,SUV,2014,12,Automatic,Diesel,2,139769,6470
Honda,Civic,Sedan,2020,6,Manual,Diesel,2,51800,9720
Hyundai,Santa Fe,SUV,2021,5,Automatic,Petrol,1,70103,18350
Mercedes-Benz,E-Class,Sedan,2025,1,Manual,Petrol,1,6967,48300
Jeep,Grand Cherokee,SUV,2012,14,Semi-Automatic,Petrol,4,205052,7160
Honda,Fit,Hatchback,2022,4,Manual,Petrol,2,84820,8100
Ford,Escape,SUV,2024,2,Automatic,Petrol,1,38924,20970
Toyota,Sienna,Minivan,2014,12,Semi-Automatic,Petrol,3,174576,8280
Volkswagen,Tiguan,SUV,2015,11,CVT,Petrol,3,177617,6320
Nissan,Murano,SUV,2022,4,CVT,Petrol,2,30105,18970
Skoda,Octavia,Sedan,2024,2,Automatic,Petrol,1,32957,18530
Honda,Civic,Sedan,2023,3,Semi-Automatic,Petrol,1,61917,15980
Lexus,IS,Sedan,2021,5,Manual,Hybrid,1,89769,21780
Toyota,Sienna,Minivan,2021,5,Manual,Diesel,2,71190,16150
